#Distance(A) Planar-Average-Potential(eV)/Densitiy(e/A)
  0.0000            -0.00000
  0.0868             0.00000
  0.1736             0.00000
  0.2604            -0.00000
  0.3472            -0.00000
  0.4339             0.00000
  0.5207             0.00000
  0.6075            -0.00000
  0.6943            -0.00000
  0.7811             0.00000
  0.8679             0.00000
  0.9547            -0.00000
  1.0415            -0.00000
  1.1283             0.00000
  1.2150             0.00000
  1.3018            -0.00000
  1.3886            -0.00000
  1.4754             0.00000
  1.5622             0.00000
  1.6490            -0.00000
  1.7358            -0.00000
  1.8226             0.00000
  1.9094             0.00000
  1.9961            -0.00000
  2.0829            -0.00000
  2.1697             0.00000
  2.2565             0.00000
  2.3433            -0.00000
  2.4301            -0.00000
  2.5169             0.00000
  2.6037             0.00000
  2.6905            -0.00000
  2.7772            -0.00000
  2.8640             0.00000
  2.9508             0.00000
  3.0376            -0.00000
  3.1244            -0.00000
  3.2112             0.00000
  3.2980             0.00000
  3.3848            -0.00000
  3.4716            -0.00000
  3.5583             0.00000
  3.6451             0.00000
  3.7319            -0.00000
  3.8187            -0.00000
  3.9055             0.00000
  3.9923             0.00000
  4.0791            -0.00000
  4.1659            -0.00000
  4.2527             0.00000
  4.3394             0.00000
  4.4262            -0.00000
  4.5130            -0.00000
  4.5998             0.00000
  4.6866             0.00000
  4.7734            -0.00000
  4.8602            -0.00000
  4.9470             0.00000
  5.0338             0.00000
  5.1205            -0.00000
  5.2073            -0.00000
  5.2941             0.00000
  5.3809             0.00000
  5.4677            -0.00000
  5.5545            -0.00000
  5.6413             0.00000
  5.7281             0.00000
  5.8149            -0.00000
  5.9016            -0.00000
  5.9884             0.00000
  6.0752             0.00000
  6.1620            -0.00000
  6.2488            -0.00000
  6.3356             0.00000
  6.4224             0.00000
  6.5092            -0.00000
  6.5960            -0.00000
  6.6827             0.00000
  6.7695             0.00000
  6.8563            -0.00000
  6.9431            -0.00000
  7.0299             0.00000
  7.1167             0.00000
  7.2035            -0.00000
  7.2903            -0.00000
  7.3771             0.00000
  7.4638             0.00000
  7.5506            -0.00000
  7.6374            -0.00000
  7.7242             0.00000
  7.8110             0.00000
  7.8978            -0.00000
  7.9846             0.00000
  8.0714             0.00000
  8.1582             0.00000
  8.2449            -0.00000
  8.3317             0.00000
  8.4185             0.00000
  8.5053             0.00000
  8.5921             0.00000
  8.6789             0.00000
  8.7657             0.00000
  8.8525             0.00000
  8.9393             0.00000
  9.0260             0.00000
  9.1128             0.00000
  9.1996             0.00000
  9.2864             0.00000
  9.3732             0.00000
  9.4600             0.00000
  9.5468             0.00000
  9.6336             0.00000
  9.7204             0.00000
  9.8071             0.00000
  9.8939             0.00000
  9.9807             0.00000
 10.0675             0.00000
 10.1543             0.00000
 10.2411             0.00000
 10.3279             0.00000
 10.4147             0.00000
 10.5015             0.00000
 10.5882             0.00000
 10.6750             0.00000
 10.7618             0.00000
 10.8486             0.00000
 10.9354             0.00000
 11.0222             0.00000
 11.1090             0.00000
 11.1958             0.00000
 11.2826             0.00000
 11.3694             0.00000
 11.4561             0.00000
 11.5429             0.00000
 11.6297             0.00000
 11.7165             0.00000
 11.8033             0.00000
 11.8901             0.00000
 11.9769             0.00000
 12.0637             0.00000
 12.1505             0.00000
 12.2372             0.00000
 12.3240             0.00000
 12.4108             0.00000
 12.4976             0.00000
 12.5844             0.00000
 12.6712             0.00000
 12.7580             0.00000
 12.8448             0.00000
 12.9316             0.00000
 13.0183             0.00000
 13.1051             0.00000
 13.1919             0.00000
 13.2787             0.00000
 13.3655             0.00000
 13.4523             0.00000
 13.5391             0.00000
 13.6259             0.00000
 13.7127             0.00000
 13.7994             0.00000
 13.8862             0.00000
 13.9730             0.00000
 14.0598             0.00000
 14.1466             0.00000
 14.2334             0.00000
 14.3202             0.00000
 14.4070             0.00001
 14.4938             0.00001
 14.5805             0.00001
 14.6673             0.00001
 14.7541             0.00001
 14.8409             0.00001
 14.9277             0.00001
 15.0145             0.00002
 15.1013             0.00002
 15.1881             0.00002
 15.2749             0.00003
 15.3616             0.00003
 15.4484             0.00004
 15.5352             0.00005
 15.6220             0.00006
 15.7088             0.00008
 15.7956             0.00009
 15.8824             0.00012
 15.9692             0.00014
 16.0560             0.00018
 16.1427             0.00022
 16.2295             0.00027
 16.3163             0.00033
 16.4031             0.00041
 16.4899             0.00050
 16.5767             0.00061
 16.6635             0.00075
 16.7503             0.00092
 16.8371             0.00113
 16.9238             0.00138
 17.0106             0.00169
 17.0974             0.00206
 17.1842             0.00252
 17.2710             0.00306
 17.3578             0.00371
 17.4446             0.00448
 17.5314             0.00539
 17.6182             0.00644
